kab_kota,nama_tempat,rating,jumlah_ulasan,kategori,latitude,longitude
pontianak,Dapoer Nusantara Pontianak,4.8,178.0,halal,-0.0494883,109.3367327
pontianak,Rumah Makan Selera Anda,4.4,731.0,halal,-0.0385948,109.3420288
pontianak,Pondok Cafe & Resto,4.1,841.0,halal,-0.0393966,109.3434021
pontianak,Restoran & Istana Kue Cita Rasa,4.4,622.0,halal,-0.029,109.3404218
pontianak,Restoran Hello Chick-in,4.4,705.0,halal,-0.0419119,109.3450684
pontianak,TeraSky Restaurant,4.5,470.0,halal,-0.0357589,109.344424
pontianak,Kwecap VETERAN (Non Halal),4.5,731.0,non-halal,-0.0418145,109.3445278
pontianak,Restoran Pondok Terapung,4.6,887.0,halal,-0.0474422,109.3597434
pontianak,Aneka Rasa,4.3,492.0,halal,-0.0241667,109.3292162
pontianak,Rumah Makan Melda,4.4,439.0,halal,-0.0404712,109.3484318
pontianak,NASI AKWANG,4.5,986.0,non-halal,-0.0403689,109.3471917
pontianak,Hore Crab,4.5,744.0,halal,-0.0304926,109.3264878
pontianak,Rumah Makan Arema,4.5,243.0,halal,-0.0250929,109.338201
pontianak,Rumah Makan Annisa,4.1,967.0,halal,-0.028212,109.338468
pontianak,RM RIZQI Tanray2 - Rumah Makan Enak dan Murah Pontianak,4.4,60.0,halal,-0.0494138,109.369759
pontianak,Rumah Makan Sahara,4.4,366.0,halal,-0.0288577,109.343775
pontianak,Terrazza Steak House Pontianak,4.4,799.0,halal,-0.050402,109.344206
pontianak,Warung Padi,4.2,546.0,halal,-0.0421583,109.3239685
pontianak,Cita Rasa,4.4,69.0,halal,-0.036185,109.332298
pontianak,RM Salido,4.6,823.0,halal,-0.0377002,109.3305869
pontianak,YoookkmakandiRumah,4.5,384.0,halal,-0.0334198,109.3267886
pontianak,Rumah Makan Jawi Ria,4.1,816.0,halal,-0.0188837,109.326778
pontianak,BEBEK BEKAES,4.5,706.0,halal,-0.04251,109.330851
pontianak,Rumah Makan Melayu Cahaya Mata,4.4,106.0,halal,-0.0257817,109.3265608
pontianak,Rumah Makan Mery,4.7,141.0,halal,-0.0541542,109.3351587
pontianak,Rumah Makan Bujang DAGOL,4.4,57.0,halal,-0.0173433,109.3629326
pontianak,Kwetiaw Appolo,4.4,69.0,halal,-0.0261802,109.338286
pontianak,Nasi Ayam Asan 333,4.4,794.0,halal,-0.0299207,109.3381213
pontianak,WARUNG MAKAN Rumah Kaca 55,4.4,260.0,halal,-0.0180279,109.3314214
pontianak,Pal 5 Wisata Kuliner,4.0,376.0,halal,-0.0300056,109.2887692
pontianak,RM Campago,4.0,186.0,halal,-0.0364819,109.3470372
pontianak,Rumah Makan Keramba,4.5,105.0,halal,-0.0405529,109.3225634
pontianak,Rumah Makan Suib,4.2,308.0,halal,-0.0258739,109.3381238
pontianak,RM Suramadu,4.3,157.0,halal,-0.0376974,109.3473599
pontianak,Masakan Jawa,4.6,305.0,halal,-0.0595407,109.3653574
pontianak,Warung Kopi Hijas,4.3,598.0,halal,-0.0370846,109.3437421
pontianak,Ayam Goreng Remaja,4.3,656.0,halal,-0.0288159,109.3406395
pontianak,Amanah Bakso Pontianak,4.3,237.0,halal,-0.0371858,109.3313769
pontianak,Oukie Bakmie Kepiting,4.4,805.0,non-halal,-0.024448,109.339545
pontianak,Restoran shabu shabu Red Blossom,4.3,77.0,halal,-0.0500625,109.3483125
pontianak,American Fried Chicken,4.3,847.0,halal,-0.029038,109.34029
pontianak,Akira Donburi Japanese Food,4.6,565.0,halal,-0.0263305,109.3190332
pontianak,Ayam Venus,4.3,822.0,halal,-0.0320563,109.3639978
pontianak,Mamalisa Pontianak,4.6,193.0,halal,-0.0539615,109.3137606
pontianak,Rumah Makan Pantai Utara,4.6,14.0,halal,-0.0349186,109.3560793
pontianak,Periuk,4.4,900.0,halal,-0.1017019,109.3850897
pontianak,Rumah Makan Anugrah,4.8,24.0,halal,-0.0156067,109.3297854
pontianak,Siomay AA Pontianak,5.0,44.0,halal,-0.0357015,109.3289845
pontianak,Rumah Makan Aderase,4.5,31.0,halal,-0.0485155,109.3574193
pontianak,MM Vegetarian Foods,4.6,204.0,halal,-0.0325782,109.3410105
pontianak,Rumah Makan Beringin,4.4,232.0,halal,-0.0422088,109.3240805
pontianak,Mukbang Korean Food,4.3,549.0,non-halal,-0.0286913,109.33462
pontianak,Rumah Makan Abdillah Family,4.6,11.0,halal,-0.0644256,109.3136196
pontianak,Rumah Makan Beringin,4.5,102.0,halal,-0.028788,109.339758
pontianak,Solaria - Ayani Megamall Pontianak,4.2,994.0,halal,-0.0514487,109.3454893
singkawang,Pondok koko,4.8,43.0,halal,0.8920204,108.9774831
singkawang,IKAN BAKAR BANG IAN KUALE,4.3,748.0,non-halal,0.916111,108.9794485
singkawang,Warung Laut by Condong Square,4.5,949.0,halal,0.8982867,108.9802773
singkawang,Bakmi ALOI Singkawang,4.7,482.0,non-halal,0.9047308,108.9914418
singkawang,Choi Pan Tho Ce,4.6,965.0,halal,0.9105629,108.9902423
singkawang,de SATE - Tempat makan enak di singkawang,4.4,336.0,halal,0.9041912,108.9845268
singkawang,Spot Cafe Singkawang,4.2,82.0,halal,0.8981191,108.975706
singkawang,Rumah Makan Ayam Ulakan,4.2,409.0,halal,0.9008966,108.9778679
singkawang,Rumah Makan Dapur Kita,4.7,49.0,halal,0.9094339,108.9811517
singkawang,Bubur Gunting Asun,4.6,312.0,halal,0.9058928,108.9821947
singkawang,Rumah Makan Along,4.0,64.0,halal,0.9060073,108.9887466
singkawang,Bubur Pekong,4.4,498.0,halal,0.9094154,108.9887883
singkawang,DEUSEYO KOREAN BBQ & JJIGAE Singkawang,4.9,374.0,non-halal,0.8976937,108.9704529
singkawang,Bebek boedjang singkawang,4.8,475.0,halal,0.9021356,108.9793551
singkawang,Pujarasa Singkawang,4.5,146.0,halal,0.9048637,109.002799
singkawang,Pondok Lezat Singkawang,4.6,49.0,halal,0.8995742,108.9813476
singkawang,Nasi Campur ALIONG Singkawang,4.6,448.0,non-halal,0.9053711,108.9907791
singkawang,Rumah Makan Ayam Ulekan Singkawang,4.1,501.0,halal,0.9141017,108.9924912
singkawang,Grillme Singkawang,4.5,455.0,halal,0.902345,108.9795586
singkawang,Rumah Makan melayu,4.3,42.0,halal,0.9195169,108.9845091
singkawang,Pondok Lobster Singkawang,4.4,81.0,halal,0.8976136,108.9846518
singkawang,Rumah Makan Awam,4.6,247.0,halal,0.9076179,108.9877858
singkawang,Rumah Makan Bulai,4.5,288.0,halal,0.9063683,108.9901798
singkawang,Rumah makan 925,4.6,54.0,halal,0.9085945,108.9751764
singkawang,Kedai Rindu Rasa,4.3,342.0,halal,0.901728,108.9739096
singkawang,Rumah Makan Vegetarian Berkah Kita,4.7,170.0,halal,0.9096454,108.9806944
singkawang,Pojok Pramuka,4.6,238.0,halal,0.9120198,108.9956802
singkawang,PONDOK IKAN BAKAR,4.3,581.0,non-halal,0.8914036,108.9674043
singkawang,Nasi Campur Asiat Singkawang,4.9,41.0,non-halal,0.905505,108.9908527
singkawang,Warung Nasi Hawati,4.5,93.0,halal,0.8988219,108.9721107
singkawang,Rumah Makan Simpang Tigo,4.6,14.0,halal,0.9042876,108.9894875
singkawang,Kampung Batu Villa & Resto,4.3,360.0,halal,0.890919,108.973501
singkawang,Bakso Sapi Bakmi Ayam 68,4.2,984.0,halal,0.9088822,108.9879189
singkawang,Rumah Makan Dangau,4.1,304.0,halal,0.8932252,108.9716509
singkawang,Rumah Makan Roda Beringin,4.4,207.0,halal,0.9100519,108.9886026
singkawang,Dominic Coffe & Eatery,4.5,115.0,halal,0.8984081,108.9696898
singkawang,Rumah Makan Garuda Minang,4.3,302.0,halal,0.9097987,108.9796052
singkawang,Restoran Vegetarian Maitreya,4.6,530.0,halal,0.9078053,108.984554
singkawang,RM VEGETARIAN DIET SEHAT,4.3,232.0,halal,0.9098011,108.9861678
singkawang,Pondok Firdaus,4.2,449.0,halal,0.8919698,108.9658678
singkawang,Rumah Makan 889,4.1,279.0,halal,0.9079309,108.9831772
singkawang,Rumah Makan Lie Phin,4.1,180.0,halal,0.9131111,108.9817059
singkawang,Singkawang Dimsum Cuisine,4.8,19.0,non-halal,0.9074526,108.9872458
singkawang,Golden Pot Singkawang,4.7,19.0,halal,0.9068185,108.9805521
singkawang,Rumah Makan Pondok Minang,4.0,138.0,halal,0.88916,108.9601022
singkawang,RUMAH MAKAN AKU,4.7,51.0,halal,0.8796065,108.9906899
singkawang,Bubur jieku singkawang,4.5,269.0,halal,0.9113748,108.9876574
singkawang,Nasi Campur Hin Thong,4.3,435.0,non-halal,0.9073936,108.9890783
singkawang,captn burgerbar,4.6,107.0,non-halal,0.8966485,108.9800133
singkawang,Sarapan Pagi Samping Hotel Singkawang,4.4,17.0,halal,0.9097125,108.9886406
singkawang,Warkop RUSEN Kopitiam,4.4,891.0,halal,0.9095921,108.9892087
singkawang,Restoran Seafood,4.4,28.0,halal,0.9081398,108.9917548
singkawang,PONDOK PAK NUR,4.8,25.0,halal,0.9146219,108.9816931
singkawang,Rumah Makan 188,4.2,177.0,halal,0.9084919,108.9823097
singkawang,Pondok Seafood Thailand,4.7,157.0,halal,0.8709687,108.9371899
singkawang,Restoran hengky,4.2,315.0,halal,0.907769,108.9878908
singkawang,Rumah Makan Sate Wak Wak Kak long,4.5,28.0,halal,0.9169109,108.9831052
singkawang,Mie Ayam & Bakso Muntjul - Singkawang,4.8,630.0,halal,0.9098316,108.9977481
singkawang,Restoran Ala Thai,4.3,559.0,halal,0.9039196,108.9890276
singkawang,Mie Ashuk Kwetiau Goreng Terkenal Di Singkawang,4.3,647.0,halal,0.913284,108.9842939
singkawang,RM Garuda Minang,4.3,172.0,halal,0.905874,108.9897847
singkawang,Rujak Thai Phui Jie,4.2,928.0,halal,0.9085201,108.9897359
singkawang,Sahabat Seafood Singkawang,4.4,16.0,halal,0.89364,108.9726219
singkawang,Warung Atap Singkawang,4.1,15.0,halal,0.9153398,108.9828407
singkawang,Rumah Makan Shalom,4.5,11.0,non-halal,0.9199012,108.9846677
singkawang,Rumah Makan Nasi Campur Aroma 2,4.5,31.0,non-halal,0.9064121,108.9884477
singkawang,Rumah Makan Barokah,4.1,53.0,non-halal,0.8954462,108.9869999
singkawang,Rumah Makan Sop Ikan Kering & Rujak Buah Choipan Kukus,4.6,15.0,halal,0.9010676,108.9795268
singkawang,Bakso Sapi 21 Singkawang,4.5,456.0,halal,0.9080749,108.9890651
singkawang,Rumah Rawon IBU,4.3,53.0,halal,0.9007047,108.9761741
singkawang,Rumah Makan 66,4.3,13.0,halal,0.9071043,108.9779964
singkawang,Rumah Makan KAI KUNG,4.8,15.0,halal,0.9017009,108.9885748
singkawang,KiBae House Singkawang,4.0,92.0,halal,0.8920925,108.9716191
singkawang,Rumah Makan 688,4.6,20.0,halal,0.9062655,108.9880662
singkawang,Pondok Makan Agus Pantun,4.5,14.0,halal,0.8900093,108.97804
singkawang,RM 988 AFEN,4.3,52.0,halal,0.9022516,108.9880055
singkawang,Bubur Nasi Kak Ani,4.6,118.0,halal,0.9068476,108.9881328
singkawang,Rocket chicken singkawang new,4.4,90.0,halal,0.906906,109.0016311
singkawang,RM. SANDY,4.5,127.0,halal,0.9026095,108.9882605
singkawang,SATE KAMBING MUDA SINGKAWANG,4.2,82.0,halal,0.9254894,109.0037876
singkawang,Kuale seafood,4.4,20.0,halal,0.9126747,108.9856866
singkawang,Rumah Makan Soto Ableh,4.4,172.0,halal,0.8944321,108.9757003
singkawang,Mie Kering Dian,4.2,186.0,halal,0.910871,108.9878837
singkawang,RM Mitra Minang,4.2,313.0,halal,0.8921284,108.9653323
singkawang,RM.Simpang Raya Masakan Padang,4.4,30.0,halal,0.9097806,108.9907786
singkawang,Pasar Hongkong Singkawang,4.5,496.0,halal,0.9095596,108.9893411
singkawang,Mr. Spice,4.4,92.0,halal,0.9008933,108.9792365
singkawang,Nasi Campur KONG FU FUI,4.6,18.0,non-halal,0.9097923,108.9906123
singkawang,Warkop Nikmat,4.5,679.0,halal,0.9088991,108.9886826
singkawang,Bang Bento,4.6,15.0,halal,0.901964,108.9745088
singkawang,Bakmie Afung Singkawang,4.6,65.0,non-halal,0.908128,108.9757238
singkawang,Warung Sanur Singkawang,4.8,10.0,halal,0.9009034,108.9793213
singkawang,Leon Coffee,4.5,44.0,halal,0.9113685,108.9894789
